,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,8205,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120184170.65666206,120184170.65666206,True,,2,,,,2024-01-10T05:44:00.000Z,2385.4633750924713,16892651776.358994,27.3934,0.55487796,3.46845259,0.31314564,6.52985943,16.01446926,52.68824267,286694937367.3306,16.7741,286694937367.33,,2024-01-10T05:44:00.000Z,,,,,,2024-01-10 12:45:10.497644
2,825,Tether USDt,USDT,tether,70958,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,94341083432.79712,97602960965.17456,True,,3,,,,2024-01-10T05:43:00.000Z,1.0003622131771004,60910408816.20555,1.4527,-0.01479574,-0.01957141,-0.00240104,0.02339824,-0.01359106,0.06839909,94375255016.3584,5.5218,97638314043.76,,2024-01-10T05:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-10 12:45:10.497644
3,1839,BNB,BNB,bnb,2004,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151690532.0846354,151690532.0846354,False,,4,,,,2024-01-10T05:43:00.000Z,300.71628746901274,1285005815.5906172,15.6201,-0.35758803,-0.30990455,-4.94428697,29.07560391,20.78588312,46.1442814,45615813652.69072,2.6689,45615813652.69,,2024-01-10T05:43:00.000Z,,,,,,2024-01-10 12:45:10.497644
4,5426,Solana,SOL,solana,613,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,431919341.84250903,566722087.133365,True,,5,,,,2024-01-10T05:44:00.000Z,99.04584722657752,3485080759.091119,-16.4165,-0.18817271,-3.11307347,-8.83969527,42.11408515,81.46902779,354.95842525,42779817146.33706,2.503,56131469262.14,,2024-01-10T05:44:00.000Z,,,,,,2024-01-10 12:45:10.497644
5,52,XRP,XRP,xrp,1197,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54210437480.0,99988065643.0,False,,6,,,,2024-01-10T05:44:00.000Z,0.5681754335351444,1710040383.8253825,23.2891,-0.41155065,-0.96927421,-10.6479076,-9.2172829,-12.80446822,17.41640006,30801038817.328842,1.8021,56817543353.51,,2024-01-10T05:44:00.000Z,,,,,,2024-01-10 12:45:10.497644
6,3408,USDC,USDC,usd-coin,16066,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25214963870.197002,25214963870.197002,False,,7,,,,2024-01-10T05:44:00.000Z,1.0001284470332639,7625595770.99053,3.1008,-0.01251232,0.02139542,0.00668754,0.01904337,0.01903853,0.00852073,25218202657.499985,1.4755,25218202657.5,,2024-01-10T05:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-10 12:45:10.497644
7,2010,Cardano,ADA,cardano,1022,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35385750484.899,36513698485.298,False,,8,,,,2024-01-10T05:43:00.000Z,0.5101905516614337,647508941.1082498,4.0673,-1.05798905,-3.75284383,-17.03445622,-8.0954824,35.3699541,107.17052489,18053475560.844467,1.0563,22958574824.76,,2024-01-10T05:43:00.000Z,,,,,,2024-01-10 12:45:10.497644
8,5805,Avalanche,AVAX,avalanche,635,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366618957.80447936,434651867.80447936,False,,9,,,,2024-01-10T05:43:00.000Z,34.515678835956216,853270360.0873101,-17.1128,-0.13790201,-6.25591012,-15.67278595,-2.60990352,141.30421557,275.51668178,12654102202.752394,0.7404,24851288761.89,,2024-01-10T05:43:00.000Z,,,,,,2024-01-10 12:45:10.497644
9,74,Dogecoin,DOGE,dogecoin,868,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142590446383.70526,142590446383.70526,True,,10,,,,2024-01-10T05:44:00.000Z,0.07904736731086433,940868962.4828888,89.0371,-0.82259626,-1.77062334,-13.84556757,-19.49234402,1.29611113,35.64239615,11271399390.312857,0.6595,11271399390.31,,2024-01-10T05:44:00.000Z,,,,,,2024-01-10 12:45:10.497644
10,1958,TRON,TRX,tron,895,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88268516379.85695,88268516379.85695,True,,11,71659659264.0,7435205940.000672,,2024-01-10T05:43:00.000Z,0.10375720476996367,267129319.09395573,3.39,0.13783653,-0.34667206,-5.19840278,-0.50811415,-1.64300115,20.34556723,9158494528.765709,0.5359,9158494528.77,,2024-01-10T05:43:00.000Z,,,,,,2024-01-10 12:45:10.497644
11,6636,Polkadot,DOT,polkadot-new,660,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1266125184.977808,1398385686.6861596,True,,12,,,,2024-01-10T05:43:00.000Z,7.131647003575219,281338809.40571177,2.4931,-0.1228125,-3.5396768,-16.47324604,5.17528487,36.58908456,91.8517218,9029557881.598104,0.5283,9972793092.3,,2024-01-10T05:43:00.000Z,,,,,,2024-01-10 12:45:10.497644
12,3890,Polygon,MATIC,polygon,1235,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562602088.919949,10000000000.0,False,,13,,,,2024-01-10T05:43:00.000Z,0.8187673697118895,562099323.6032954,9.9349,0.21389826,-0.45425444,-16.84190662,-4.93679333,0.2275631,59.661457,7829546559.946406,0.4581,8187673697.12,,2024-01-10T05:43:00.000Z,,,,,,2024-01-10 12:45:10.497644
13,1975,Chainlink,LINK,chainlink,1556,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,14,,,,2024-01-10T05:43:00.000Z,13.71503239466167,540679313.9782728,16.4038,0.46398324,-2.38821869,-11.32275363,-8.87286023,-8.72822674,86.77702085,7791509498.1663065,0.4559,13715032394.66,,2024-01-10T05:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-10 12:45:10.497644
14,11419,Toncoin,TON,toncoin,185,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456453613.9999104,5100906813.039438,True,,15,3414166606.0,7470179860.007736,,2024-01-10T05:44:00.000Z,2.1879951162546565,61211686.1901055,-0.0916,-0.12569643,-2.89089993,-3.89070418,3.00665108,-9.95019682,9.32270535,7562703626.992561,0.4425,11160759195.4,,2024-01-10T05:44:00.000Z,,,,,,2024-01-10 12:45:10.497644
0,1,Bitcoin,BTC,bitcoin,10695,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19594375.0,19594375.0,False,,1,,,,2024-01-10T06:30:00.000Z,45997.749534679075,38141642217.36586,-9.2431,0.09980211,-1.69628857,1.53329386,9.75031684,24.04992172,71.11520702,901297153538.5773,52.6708,965952740228.26,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
1,1027,Ethereum,ETH,ethereum,8205,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120184170.65666206,120184170.65666206,True,,2,,,,2024-01-10T06:31:00.000Z,2377.8366983125284,17017250860.534475,30.5631,-0.26144958,3.14267891,-0.09800761,6.19392752,15.65128106,51.90559397,285778331543.66675,16.7006,285778331543.67,,2024-01-10T06:31:00.000Z,,,,,,2024-01-10 13:32:10.571989
2,825,Tether USDt,USDT,tether,70959,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,94341083432.79712,97602960965.17456,True,,3,,,,2024-01-10T06:30:00.000Z,1.000416766037231,60785803931.76215,2.7511,0.00165603,-0.01066838,0.003751,0.04541901,-0.00869302,0.07192067,94380401592.28748,5.5155,97643638564.44,,2024-01-10T06:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-10 13:32:10.571989
3,1839,BNB,BNB,bnb,2004,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151690521.83221325,151690521.83221325,False,,4,,,,2024-01-10T06:30:00.000Z,300.66511348381954,1275291949.5231664,14.7306,-0.11955809,-0.49000924,-5.83818317,29.58655987,21.00163657,45.93698068,45608047961.1022,2.6653,45608047961.1,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
4,5426,Solana,SOL,solana,613,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,431919195.0892071,566721940.380063,True,,5,,,,2024-01-10T06:30:00.000Z,98.66940950391923,3387761157.6311755,-18.4203,-0.33904506,-3.33391422,-9.95905085,43.43415541,78.29968699,352.61094988,42617211932.86015,2.4905,55918119210.22,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
5,52,XRP,XRP,xrp,1197,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54210437480.0,99988065643.0,False,,6,,,,2024-01-10T06:31:00.000Z,0.5649577293576781,1706653128.6558301,25.0873,-0.69932987,-1.11426731,-10.86404635,-9.14201858,-13.53347065,16.85716175,30626605666.18717,1.7898,56495772935.77,,2024-01-10T06:31:00.000Z,,,,,,2024-01-10 13:32:10.571989
6,3408,USDC,USDC,usd-coin,16067,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25228119494.158607,25228119494.158607,False,,7,,,,2024-01-10T06:30:00.000Z,1.0001740791318694,7642130956.8459,5.2002,-0.00621297,0.0214498,0.00132328,0.02196509,0.02755536,0.00997311,25232511183.298847,1.4746,25232511183.3,,2024-01-10T06:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-10 13:32:10.571989
7,2010,Cardano,ADA,cardano,1022,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35385694566.868,36513698485.298,False,,8,,,,2024-01-10T06:30:00.000Z,0.5104320613104681,646845030.7838557,6.1762,-0.17535801,-4.12753801,-17.32090785,-6.4794169,35.12674181,106.85113927,18061993018.669064,1.0555,22969442758.97,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
8,5805,Avalanche,AVAX,avalanche,635,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366619440.5040084,434652350.5040084,False,,9,,,,2024-01-10T06:30:00.000Z,34.59767606558276,840453349.354652,-16.7939,0.11537592,-5.90025358,-15.61000952,-1.83135142,143.67904824,276.26311389,12684180641.902874,0.7412,24910326767.22,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
9,74,Dogecoin,DOGE,dogecoin,868,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142591576383.70526,142591576383.70526,True,,10,,,,2024-01-10T06:31:00.000Z,0.07889732419933507,934305012.4952177,92.2175,-0.34733204,-2.04600823,-14.01710506,-19.16605346,0.01795188,35.03625092,11250093830.039444,0.6574,11250093830.04,,2024-01-10T06:31:00.000Z,,,,,,2024-01-10 13:32:10.571989
10,6636,Polkadot,DOT,polkadot-new,660,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1337147059.234049,1398385685.8840737,True,,11,,,,2024-01-10T06:30:00.000Z,7.1532065143865955,279973633.38900083,4.903,-0.02774743,-3.26534815,-16.39656261,6.7843594,36.60147703,91.96943402,9564889054.80588,0.5591,10002941597.89,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
11,1958,TRON,TRX,tron,895,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88267811599.63393,88267857453.41113,True,,12,71659659264.0,7446674447.4394455,,2024-01-10T06:30:00.000Z,0.10391724610363123,266258943.08037966,4.6705,0.20956578,-0.32917642,-4.98261044,-0.25541279,-1.5836357,20.41501708,9172547901.028114,0.536,9172552666.03,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
12,3890,Polygon,MATIC,polygon,1235,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562602206.919949,10000000000.0,False,,13,,,,2024-01-10T06:30:00.000Z,0.8264429878632437,567472964.442261,15.6437,1.02438403,0.50433898,-16.1942018,-3.05365607,1.20133561,60.86722913,7902945539.63457,0.4618,8264429878.63,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
13,1975,Chainlink,LINK,chainlink,1556,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,14,,,,2024-01-10T06:30:00.000Z,13.758010225663588,538952935.772357,19.5795,0.52222246,-1.8739364,-11.49151296,-7.66931694,-9.13590406,86.53818098,7815925202.6886215,0.4568,13758010225.66,,2024-01-10T06:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-10 13:32:10.571989
14,11419,Toncoin,TON,toncoin,185,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456458023.448695,5100911641.598918,True,,15,3414166606.0,7494066971.373247,,2024-01-10T06:31:00.000Z,2.194991585414519,60897908.83740371,-0.3891,0.29749673,-3.03829233,-3.66300133,2.71902535,-9.12804227,9.65685147,7586896276.808386,0.4434,11196458131.25,,2024-01-10T06:31:00.000Z,,,,,,2024-01-10 13:32:10.571989
0,1,Bitcoin,BTC,bitcoin,10695,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19594375.0,19594375.0,False,,1,,,,2024-01-10T06:30:00.000Z,45997.749534679075,38141642217.36586,-9.2431,0.09980211,-1.69628857,1.53329386,9.75031684,24.04992172,71.11520702,901297153538.5773,52.6708,965952740228.26,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
1,1027,Ethereum,ETH,ethereum,8205,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120184170.65666206,120184170.65666206,True,,2,,,,2024-01-10T06:31:00.000Z,2377.8366983125284,17017250860.534475,30.5631,-0.26144958,3.14267891,-0.09800761,6.19392752,15.65128106,51.90559397,285778331543.66675,16.7006,285778331543.67,,2024-01-10T06:31:00.000Z,,,,,,2024-01-10 13:32:10.571989
2,825,Tether USDt,USDT,tether,70959,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,94341083432.79712,97602960965.17456,True,,3,,,,2024-01-10T06:30:00.000Z,1.000416766037231,60785803931.76215,2.7511,0.00165603,-0.01066838,0.003751,0.04541901,-0.00869302,0.07192067,94380401592.28748,5.5155,97643638564.44,,2024-01-10T06:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-10 13:32:10.571989
3,1839,BNB,BNB,bnb,2004,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151690521.83221325,151690521.83221325,False,,4,,,,2024-01-10T06:30:00.000Z,300.66511348381954,1275291949.5231664,14.7306,-0.11955809,-0.49000924,-5.83818317,29.58655987,21.00163657,45.93698068,45608047961.1022,2.6653,45608047961.1,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
4,5426,Solana,SOL,solana,613,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,431919195.0892071,566721940.380063,True,,5,,,,2024-01-10T06:30:00.000Z,98.66940950391923,3387761157.6311755,-18.4203,-0.33904506,-3.33391422,-9.95905085,43.43415541,78.29968699,352.61094988,42617211932.86015,2.4905,55918119210.22,,2024-01-10T06:30:00.000Z,,,,,,2024-01-10 13:32:10.571989
5,52,XRP,XRP,xrp,1197,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54210437480.0,99988065643.0,False,,6,,,,2024-01-10T06:31:00.000Z,0.5649577293576781,1706653128.6558301,25.0873,-0.69932987,-1.11426731,-10.86404635,-9.14201858,-13.53347065,16.85716175,30626605666.18717,1.7898,56495772935.77,,2024-01-10T06:31:00.000Z,,,,,,2024-01-10 13:32:10.571989
6,3408,USDC,USDC,usd-coin,16067,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25228119494.158607,25228119494.158607,False,,7,,,,2024-01-10T06:30:00.000Z,1.0001740791318694,7642130956.8459,5.2002,-0.00621297,0.0214498,0.00132328,0.02196509,0.02755536,0.00997311,25232511183.298847,1.4746,25232511183.3,,2024-01-10T06:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-10 13:32:10.571989
